lle  0.000000000   0.000000000
2    0.000359370   0.002959500
3    0.001627470   0.006961920
l12  0.004053940   0.011734800
5    0.007769410   0.017087950
6    0.012785100   0.022826840
7    0.019119120   0.028825500
8    0.026773500   0.034965800
9    0.035726640   0.041144620
10   0.045951090   0.047266290
11   0.057414750   0.053245410
12   0.070074080   0.059021410
13   0.083884450   0.064524820
14   0.098789920   0.069725140
l23  0.114739930   0.074571970
16   0.131678150   0.079036450
17   0.149551980   0.083073140
18   0.168304950   0.086641340
19   0.187878300   0.089712470
20   0.208210930   0.092252290
21   0.229240360   0.094241570
22   0.250904770   0.095623160
23   0.273136480   0.096340860
24   0.295866140   0.096324550
25   0.319019320   0.095619090
26   0.342526830   0.094279110
27   0.366330010   0.092426650
28   0.390371970   0.090144040
29   0.414598030   0.087489250
30   0.438953790   0.084508280
31   0.463385740   0.081248180
32   0.487841020   0.077751190
33   0.512268270   0.074063950
l34  0.536615950   0.070226120
35   0.560833800   0.066280650
36   0.584870990   0.062262480
37   0.608677920   0.058209430
38   0.632204550   0.054200000
39   0.655402150   0.050100000
40   0.678221940   0.046200000
41   0.700615510   0.042300000
42   0.722535240   0.038500000
43   0.743933710   0.034900000
44   0.764764790   0.031400000
45   0.784982670   0.028100000
46   0.804542680   0.024909460
47   0.823401250   0.021959730
48   0.841515280   0.019207560
49   0.858843910   0.016661010
50   0.875346760   0.014319730
51   0.890985970   0.012187160
52   0.905724310   0.010256600
53   0.919526530   0.008520360
54   0.932359020   0.006960000
55   0.944189250   0.005560000
56   0.965000000   0.003180000
57   0.973000000   0.002210000
58   0.981000000   0.001410000
59   0.987000000   0.000796000
60   0.993000000   0.000375000
61   0.997000000   0.000133000
te   1.000000000   0.000000000
63   0.997042500  -0.000361190
64   0.992959500  -0.000878940
65   0.987762570  -0.001570420
66   0.981462940  -0.002429340
67   0.974073020  -0.003439910
68   0.965605680  -0.004572380
69   0.945505340  -0.007098280
70   0.933915240  -0.008461560
71   0.921333120  -0.009890380
72   0.907788580  -0.011390640
73   0.893312410  -0.012960920
74   0.877937020  -0.014595460
75   0.861696990  -0.016289900
76   0.844628910  -0.018039840
77   0.826771150  -0.019840320
78   0.808163920  -0.021686700
79   0.788848860  -0.023571950
80   0.768869180  -0.025488280
81   0.748269310  -0.027424890
82   0.727095490  -0.029375260
83   0.705395090  -0.031330700
84   0.683216890  -0.033284920
85   0.660610650  -0.035230640
86   0.637626920  -0.037158180
87   0.614316910  -0.039055120
88   0.590732440  -0.040907370
89   0.566926460  -0.042705650
h34  0.542952100  -0.044437080
91   0.518863730  -0.046099420
92   0.494715610  -0.047685470
93   0.470562280  -0.049190140
94   0.446457910  -0.050602020
95   0.422456570  -0.051907760
96   0.398611820  -0.053086580
97   0.374977210  -0.054119870
98   0.351606130  -0.054988400
99   0.328551530  -0.055669210
100  0.305866370  -0.056139940
101  0.283603030  -0.056373080
102  0.261814390  -0.056353470
103  0.240552480  -0.056055770
104  0.219869380  -0.055473280
105  0.199816820  -0.054580910
106  0.180447550  -0.053363040
107  0.161813960  -0.051789950
108  0.143966850  -0.049876330
h23  0.126956710  -0.047620490
110  0.110829900  -0.045055950
111  0.095632510  -0.042197680
112  0.081403920  -0.039097770
113  0.068184020  -0.035785050
114  0.056006440  -0.032304690
115  0.044907830  -0.028682400
116  0.034926430  -0.024965700
117  0.026095940  -0.021186550
118  0.018433830  -0.017389210
119  0.011975800  -0.013609480
h12  0.006824530  -0.009881650
121  0.003003500  -0.006296650
122  0.000626710  -0.002948720
hle  0.000000000   0.000000000
web_center_1  0.2   0.00
web_center_2  0.50   0.00

